Section Name,Question Text,Response,Brand
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"EVERY BUMPER IS DAMAGED. I don't know whos fault it is, just make it right and don't stick me with broken parts",H
Condition of Shipments,What three product types tend to have the most damages to the product?,bumpers,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",mispick or receive other dealers parts in my box,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"Glass, bulbs, sheet metal",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"Engines, brake pads, axles",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","parts for different dealers.   most are local to us, so we call and that dealer will pick up from us.",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"lamps.  blue boxed parts, brake pad boxes",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"foam absorbers, sheet metal, brackets",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MIS-PICKS   receive parts for different dealership,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,SHEET METAL,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,Not getting damaged parts. More common is getting other dealers parts and other dealers getting my parts.,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"Intakes, lamps",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Other dealers parts,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"Bumper covers, Sheet metal parts.",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Mispicks,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,Not much packaging damages seen.,H
Condition of Shipments,What three product types tend to have the most damages to the product?,cardboard boxes,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",mispicks,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,the delivery personell have brought be containers damaged many times,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,N/A,H
Condition of Shipments,What three product types tend to have the most damages to the product?,N/A,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",N/A,H
Condition of Shipments,What three product types tend to have the most damages to the product?,Bumper Covers  Grilles Headlights,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",mispicks,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,Grilles  Headlights,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"BIG BODY PARTS , WHEELS. LONG MOULDINGS",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BIG BODY PARTS , WHEELS. LONG MOULDINGS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICKS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BUMPER COVERS, BODY PANELS, GLASS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPER COVERS, BODY PANELS, LAMPS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","UNDER-PICK, RECEIVE PARTS FOR DIFFERENT DEALERSHPS",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"FRONT AND REAR BUMPER COVER, MOULDING, PANELS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"FRONT AND REAR BUMPER COVER, PANELS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,window regualtors,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",no packing slip with the shipment.,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,window regulators and large packages,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",RECEIVE PARTS FROM OTHER DEALERSHIP,H
Condition of Shipments,What three product types tend to have the most damages to the product?,SAME AS PACKAGING,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BUMPER COVERS, WINDSHIELDS, HOODS",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"FASCIAS,LAMPS, AND ABSORBERS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"FASCIAS,LAMPS, AND RADIATOR SUPPORTS, UNPROTECTED SHEET METAL",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"Bumpers, sheet metal",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",under-picks,H
Condition of Shipments,What three product types tend to have the most damages to the product?,ANY PRODUCT WHICH DOES NOT HAVE ENOUGH CUSHIONING PACKING MATERIAL ALLOWING IT TO MOVE INSIDE THE BOX,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,CARDBOARD BOXES - NO PARTICULAR PRODUCT,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"bumpers, lights, mouldings",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","parts from other dealers, no packing slips, packing slips are printed poorly we need to be able to see the bin locations clearly to make our jobs easier. get rid of the cages they take up too much room especially if you get multiples rather just cut down boxes and get rid of them to have space in our dept.",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",RECIEVE OTHER DEALER PARTS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,SHEET METAL,H
Condition of Shipments,What three product types tend to have the most damages to the product?,SHEET METAL,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",mispicks and packaging errors.,H
Condition of Shipments,What three product types tend to have the most damages to the product?,Trim and body panels. Sometimes glass but not often anymore.,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,Trim and body panels. Mechanical parts.,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"roof, hood cowl",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",receive parts for different dealership,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"roof, hood cowl",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,FENDERS,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"WINDSHIEDS , TRUCK LIDS AND HOOD PANEL",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",RECEIVE PARTS FOR DIFFERENT DEALER,H
